source_order_id,target_order_id,relationship_type,relationship_text,source_url,target_status
CO-EO-D-2000-009,,companion_unresolved,"Amendment, extension, continuation, or supplementary action; not a separate event",https://spl.cde.state.co.us/artemis/goserials/go4013internet/go4013d00900internet.pdf,unresolved_no_fabricated_target
CO-EO-D-2002-013,,companion_unresolved,"Amendment, extension, continuation, or supplementary action; not a separate event",https://spl.cde.state.co.us/artemis/goserials/go4013internet/go4013d01302internet.pdf,unresolved_no_fabricated_target
CO-EO-D-2006-011,,companion_unresolved,"Amendment, extension, continuation, or supplementary action; not a separate event",https://spl.cde.state.co.us/artemis/goserials/go4013internet/go4013d01106internet.pdf,unresolved_no_fabricated_target
CO-EO-D-2005-011,,companion_unresolved,"Amendment, extension, continuation, or supplementary action; not a separate event",https://spl.cde.state.co.us/artemis/goserials/go4013internet/go4013d01105internet.pdf,unresolved_no_fabricated_target
CO-EO-D-2006-012,,companion_unresolved,"Amendment, extension, continuation, or supplementary action; not a separate event",https://spl.cde.state.co.us/artemis/goserials/go4013internet/go4013d01206internet.pdf,unresolved_no_fabricated_target
CO-EO-D-2000-017,,companion_unresolved,"Amendment, extension, continuation, or supplementary action; not a separate event",https://spl.cde.state.co.us/artemis/goserials/go4013internet/go4013d01700internet.pdf,unresolved_no_fabricated_target
CO-EO-D-2003-011,,companion_unresolved,"Amendment, extension, continuation, or supplementary action; not a separate event",https://spl.cde.state.co.us/artemis/goserials/go4013internet/go4013d01103internet.pdf,unresolved_no_fabricated_target
CO-EO-D-2005-012,,companion_unresolved,"Amendment, extension, continuation, or supplementary action; not a separate event",https://spl.cde.state.co.us/artemis/goserials/go4013internet/go4013d01205internet.pdf,unresolved_no_fabricated_target
CO-EO-D-2001-013,,companion_unresolved,"Amendment, extension, continuation, or supplementary action; not a separate event",https://spl.cde.state.co.us/artemis/goserials/go4013internet/go4013d01301internet.pdf,unresolved_no_fabricated_target
CO-EO-D-2002-016,,companion_unresolved,"Amendment, extension, continuation, or supplementary action; not a separate event",https://spl.cde.state.co.us/artemis/goserials/go4013internet/go4013d01602internet.pdf,unresolved_no_fabricated_target
CO-EO-D-2005-013,,companion_unresolved,"Amendment, extension, continuation, or supplementary action; not a separate event",https://spl.cde.state.co.us/artemis/goserials/go4013internet/go4013d01305internet.pdf,unresolved_no_fabricated_target
CO-EO-D-2006-016,,companion_unresolved,"Amendment, extension, continuation, or supplementary action; not a separate event",https://spl.cde.state.co.us/artemis/goserials/go4013internet/go4013d01606internet.pdf,unresolved_no_fabricated_target
CO-EO-D-2001-015,,companion_unresolved,"Amendment, extension, continuation, or supplementary action; not a separate event",https://spl.cde.state.co.us/artemis/goserials/go4013internet/go4013d01501internet.pdf,unresolved_no_fabricated_target
CO-EO-D-2002-021,,companion_unresolved,"Amendment, extension, continuation, or supplementary action; not a separate event",https://spl.cde.state.co.us/artemis/goserials/go4013internet/go4013d02102internet.pdf,unresolved_no_fabricated_target
CO-EO-D-2006-019,,companion_unresolved,"Amendment, extension, continuation, or supplementary action; not a separate event",https://spl.cde.state.co.us/artemis/goserials/go4013internet/go4013d01906internet.pdf,unresolved_no_fabricated_target
CO-EO-D-2002-022,,companion_unresolved,"Amendment, extension, continuation, or supplementary action; not a separate event",https://spl.cde.state.co.us/artemis/goserials/go4013internet/go4013d02202internet.pdf,unresolved_no_fabricated_target
CO-EO-D-2006-020,,companion_unresolved,"Amendment, extension, continuation, or supplementary action; not a separate event",https://spl.cde.state.co.us/artemis/goserials/go4013internet/go4013d02006internet.pdf,unresolved_no_fabricated_target
CO-EO-D-2003-018,,companion_unresolved,"Amendment, extension, continuation, or supplementary action; not a separate event",https://spl.cde.state.co.us/artemis/goserials/go4013internet/go4013d01803internet.pdf,unresolved_no_fabricated_target
CO-EO-D-2006-022,,companion_unresolved,"Amendment, extension, continuation, or supplementary action; not a separate event",https://spl.cde.state.co.us/artemis/goserials/go4013internet/go4013d02206internet.pdf,unresolved_no_fabricated_target
CO-EO-D-2002-030,,companion_unresolved,"Amendment, extension, continuation, or supplementary action; not a separate event",https://spl.cde.state.co.us/artemis/goserials/go4013internet/go4013d03002internet.pdf,unresolved_no_fabricated_target
CO-EO-D-2010-001,,companion_unresolved,"Amendment, extension, continuation, or supplementary action; not a separate event",https://spl.cde.state.co.us/artemis/goserials/go4113internet/2010/go41132010001internet.pdf,unresolved_no_fabricated_target
CO-EO-D-2011-001,CO-EO-D-2010-018,explicit_order_citation,Companion source explicitly cites this order number; citation does not by itself establish the primary declaration.,https://spl.cde.state.co.us/artemis/goserials/go4113internet/2010/go41132011001internet.pdf,present
CO-EO-D-2007-005,,companion_unresolved,"Amendment, extension, continuation, or supplementary action; not a separate event",https://spl.cde.state.co.us/artemis/goserials/go4113internet/2007/go41132007005internet.pdf,unresolved_no_fabricated_target
CO-EO-D-2007-006,,companion_unresolved,"Amendment, extension, continuation, or supplementary action; not a separate event",https://spl.cde.state.co.us/artemis/goserials/go4113internet/2007/go41132007006internet.pdf,unresolved_no_fabricated_target
CO-EO-D-2008-007,,companion_unresolved,"Amendment, extension, continuation, or supplementary action; not a separate event",https://spl.cde.state.co.us/artemis/goserials/go4113internet/2008/go41132008007internet.pdf,unresolved_no_fabricated_target
CO-EO-D-2008-008,,companion_unresolved,"Amendment, extension, continuation, or supplementary action; not a separate event",https://spl.cde.state.co.us/artemis/goserials/go4113internet/2008/go41132008008internet.pdf,unresolved_no_fabricated_target
CO-EO-D-2010-008,CO-EO-D-2010-001,explicit_order_citation,Companion source explicitly cites this order number; citation does not by itself establish the primary declaration.,https://spl.cde.state.co.us/artemis/goserials/go4113internet/2010/go41132010008internet.pdf,present
CO-EO-D-2010-011,,companion_unresolved,"Amendment, extension, continuation, or supplementary action; not a separate event",https://spl.cde.state.co.us/artemis/goserials/go4113internet/2010/go41132010011internet.pdf,unresolved_no_fabricated_target
CO-EO-D-2008-013,,companion_unresolved,"Amendment, extension, continuation, or supplementary action; not a separate event",https://spl.cde.state.co.us/artemis/goserials/go4113internet/2008/go41132008013internet.pdf,unresolved_no_fabricated_target
CO-EO-D-2010-013,CO-EO-D-2010-012,explicit_order_citation,Companion source explicitly cites this order number; citation does not by itself establish the primary declaration.,https://spl.cde.state.co.us/artemis/goserials/go4113internet/2010/go41132010013internet.pdf,present
CO-EO-D-2007-014,,companion_unresolved,"Amendment, extension, continuation, or supplementary action; not a separate event",https://spl.cde.state.co.us/artemis/goserials/go4113internet/2007/go41132007014internet.pdf,unresolved_no_fabricated_target
CO-EO-D-2008-014,,companion_unresolved,"Amendment, extension, continuation, or supplementary action; not a separate event",https://spl.cde.state.co.us/artemis/goserials/go4113internet/2008/go41132008014internet.pdf,unresolved_no_fabricated_target
CO-EO-D-2007-015,,companion_unresolved,Narrow operational relief; general declaration must be checked separately,https://spl.cde.state.co.us/artemis/goserials/go4113internet/2007/go41132007015internet.pdf,unresolved_no_fabricated_target
CO-EO-D-2010-015,,companion_unresolved,"Amendment, extension, continuation, or supplementary action; not a separate event",https://spl.cde.state.co.us/artemis/goserials/go4113internet/2010/go41132010015internet.pdf,unresolved_no_fabricated_target
CO-EO-D-2010-016,,companion_unresolved,"Amendment, extension, continuation, or supplementary action; not a separate event",https://spl.cde.state.co.us/artemis/goserials/go4113internet/2010/go41132010016internet.pdf,unresolved_no_fabricated_target
CO-EO-D-2007-018,,companion_unresolved,"Amendment, extension, continuation, or supplementary action; not a separate event",https://spl.cde.state.co.us/artemis/goserials/go4113internet/2007/go41132007018internet.pdf,unresolved_no_fabricated_target
CO-EO-D-2009-018,,companion_unresolved,"Amendment, extension, continuation, or supplementary action; not a separate event",https://spl.cde.state.co.us/artemis/goserials/go4113internet/2009/go41132009018internet.pdf,unresolved_no_fabricated_target
CO-EO-D-2008-019,,companion_unresolved,"Amendment, extension, continuation, or supplementary action; not a separate event",https://spl.cde.state.co.us/artemis/goserials/go4113internet/2008/go41132008019internet.pdf,unresolved_no_fabricated_target
CO-EO-D-2007-020,,companion_unresolved,Narrow operational relief; general declaration must be checked separately,https://spl.cde.state.co.us/artemis/goserials/go4113internet/2007/go41132007020internet.pdf,unresolved_no_fabricated_target
CO-EO-D-2009-020,,companion_unresolved,"Amendment, extension, continuation, or supplementary action; not a separate event",https://spl.cde.state.co.us/artemis/goserials/go4113internet/2009/go41132009020internet.pdf,unresolved_no_fabricated_target
CO-EO-D-2007-022,,companion_unresolved,"Amendment, extension, continuation, or supplementary action; not a separate event",https://spl.cde.state.co.us/artemis/goserials/go4113internet/2007/go41132007022internet.pdf,unresolved_no_fabricated_target
CO-EO-D-2007-024,,companion_unresolved,"Amendment, extension, continuation, or supplementary action; not a separate event",https://spl.cde.state.co.us/artemis/goserials/go4113internet/2007/go41132007024internet.pdf,unresolved_no_fabricated_target
CO-EO-D-2009-024,,companion_unresolved,"Amendment, extension, continuation, or supplementary action; not a separate event",https://spl.cde.state.co.us/artemis/goserials/go4113internet/2009/go41132009024internet.pdf,unresolved_no_fabricated_target
CO-EO-D-2007-025,,companion_unresolved,"Amendment, extension, continuation, or supplementary action; not a separate event",https://spl.cde.state.co.us/artemis/goserials/go4113internet/2007/go41132007025internet.pdf,unresolved_no_fabricated_target
CO-EO-D-2009-028,,companion_unresolved,"Amendment, extension, continuation, or supplementary action; not a separate event",https://spl.cde.state.co.us/artemis/goserials/go4113internet/2009/go41132009028internet.pdf,unresolved_no_fabricated_target
CO-EO-D-2018-002,,companion_unresolved,Narrow operational relief; general declaration must be checked separately,https://spl.cde.state.co.us/artemis/goserials/go4213internet/go42132018002internet.pdf,unresolved_no_fabricated_target
CO-EO-D-2018-004,CO-EO-D-2013-017,explicit_order_citation,Companion source explicitly cites this order number; citation does not by itself establish the primary declaration.,https://spl.cde.state.co.us/artemis/goserials/go4213internet/go42132018004internet.pdf,present
CO-EO-D-2018-004,CO-EO-D-2013-022,explicit_order_citation,Companion source explicitly cites this order number; citation does not by itself establish the primary declaration.,https://spl.cde.state.co.us/artemis/goserials/go4213internet/go42132018004internet.pdf,present
CO-EO-D-2018-006,,companion_unresolved,Narrow operational relief; general declaration must be checked separately,https://spl.cde.state.co.us/artemis/goserials/go4213internet/go42132018006internet.pdf,unresolved_no_fabricated_target
CO-EO-D-2018-008,CO-EO-D-2017-004,explicit_order_citation,Companion source explicitly cites this order number; citation does not by itself establish the primary declaration.,https://spl.cde.state.co.us/artemis/goserials/go4213internet/go42132018008internet.pdf,present
CO-EO-D-2018-008,CO-EO-D-2013-014,explicit_order_citation,Companion source explicitly cites this order number; citation does not by itself establish the primary declaration.,https://spl.cde.state.co.us/artemis/goserials/go4213internet/go42132018008internet.pdf,present
CO-EO-D-2018-008,CO-EO-D-2012-034,explicit_order_citation,Companion source explicitly cites this order number; citation does not by itself establish the primary declaration.,https://spl.cde.state.co.us/artemis/goserials/go4213internet/go42132018008internet.pdf,present
CO-EO-D-2018-009,CO-EO-D-2017-002,explicit_order_citation,Companion source explicitly cites this order number; citation does not by itself establish the primary declaration.,https://spl.cde.state.co.us/artemis/goserials/go4213internet/go42132018009internet.pdf,present
CO-EO-D-2018-009,CO-EO-D-2012-041,explicit_order_citation,Companion source explicitly cites this order number; citation does not by itself establish the primary declaration.,https://spl.cde.state.co.us/artemis/goserials/go4213internet/go42132018009internet.pdf,present
CO-EO-D-2018-010,CO-EO-D-2013-013,explicit_order_citation,Companion source explicitly cites this order number; citation does not by itself establish the primary declaration.,https://spl.cde.state.co.us/artemis/goserials/go4213internet/go42132018010internet.pdf,present
CO-EO-D-2018-018,CO-EO-D-2018-006,explicit_order_citation,Companion source explicitly cites this order number; citation does not by itself establish the primary declaration.,https://spl.cde.state.co.us/artemis/goserials/go4213internet/go42132018018internet.pdf,present
CO-EO-D-2018-020,CO-EO-D-2018-006,explicit_order_citation,Companion source explicitly cites this order number; citation does not by itself establish the primary declaration.,https://spl.cde.state.co.us/artemis/goserials/go4213internet/go42132018020internet.pdf,present
CO-EO-D-2018-020,CO-EO-D-2018-018,explicit_order_citation,Companion source explicitly cites this order number; citation does not by itself establish the primary declaration.,https://spl.cde.state.co.us/artemis/goserials/go4213internet/go42132018020internet.pdf,present
CO-EO-D-2018-024,,companion_unresolved,Narrow operational relief; general declaration must be checked separately,https://spl.cde.state.co.us/artemis/goserials/go4213internet/go42132018024internet.pdf,unresolved_no_fabricated_target
CO-EO-D-2018-028,,companion_unresolved,"Amendment, extension, continuation, or supplementary action; not a separate event",https://spl.cde.state.co.us/artemis/goserials/go4213internet/go42132018028internet.pdf,unresolved_no_fabricated_target
CO-EO-D-2018-030,CO-EO-D-2018-027,explicit_order_citation,Companion source explicitly cites this order number; citation does not by itself establish the primary declaration.,https://spl.cde.state.co.us/artemis/goserials/go4213internet/go42132018030internet.pdf,present
