declaration_id,eo_number,governor,event_description,date_signed,archive_record_url,EVENT_ID,EPISODE_ID,BEGIN_DATE_TIME,END_DATE_TIME,CZ_TYPE,area_type,CZ_FIPS,CZ_NAME,EVENT_TYPE,MAGNITUDE,MAGNITUDE_TYPE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY,DAMAGE_CROPS,SOURCE,EPISODE_NARRATIVE,EVENT_NARRATIVE
MO-EO-00-05,00-05,Mel Carnahan,Gov. Mel Carnahan declares a State of Emergency in the South Central Region of Missouri in response to wildfires and directs the Missouri State Emergency Operations Plan be activated. (Mar. 10),2000-03-10,https://www.sos.mo.gov/library/reference/orders/2000/eo00_005,5135791,1092215,2000-03-08 08:00:00,2000-03-10 18:00:00,C,county/county-equivalent,15,BENTON,Wildfire,,,0,0,20K,,NEWSPAPER,High winds gusting to around 40 mph on March 8th combined with low humidity and dry brush to create extremely hazardous fire conditions in central and south central Missouri. The ongoing drought over the region contributed to the overall dry surface conditions. Afternoon humidity levels dropped to around 20 percent on the afternoon of the 8th. Cooler temperatures and higher humidity levels on the 9th and 10th allowed fire crews to get control of the fires by the evening of the 10th.More than 17 residences and 31 structures were destroyed by more than 70 separate fires. The largest number of fires and structural damage occurred in the Camden and northern Laclede county areas. Local officials reported that 44 fires destroyed 15 homes and 16 outbuildings south of the Lake of the Ozarks. The hardest hit area was the Sunrise Beach area in Camden County. Forced evacuations were required in many areas. Over 250 firefighters and 75 pieces of equipment were dispatched from surrounding areas in Missouri. One firefighter was injured in northern Dallas County.,
MO-EO-00-05,00-05,Mel Carnahan,Gov. Mel Carnahan declares a State of Emergency in the South Central Region of Missouri in response to wildfires and directs the Missouri State Emergency Operations Plan be activated. (Mar. 10),2000-03-10,https://www.sos.mo.gov/library/reference/orders/2000/eo00_005,5135787,1092215,2000-03-08 08:00:00,2000-03-10 18:00:00,C,county/county-equivalent,29,CAMDEN,Wildfire,,,0,0,850K,,NEWSPAPER,High winds gusting to around 40 mph on March 8th combined with low humidity and dry brush to create extremely hazardous fire conditions in central and south central Missouri. The ongoing drought over the region contributed to the overall dry surface conditions. Afternoon humidity levels dropped to around 20 percent on the afternoon of the 8th. Cooler temperatures and higher humidity levels on the 9th and 10th allowed fire crews to get control of the fires by the evening of the 10th.More than 17 residences and 31 structures were destroyed by more than 70 separate fires. The largest number of fires and structural damage occurred in the Camden and northern Laclede county areas. Local officials reported that 44 fires destroyed 15 homes and 16 outbuildings south of the Lake of the Ozarks. The hardest hit area was the Sunrise Beach area in Camden County. Forced evacuations were required in many areas. Over 250 firefighters and 75 pieces of equipment were dispatched from surrounding areas in Missouri. One firefighter was injured in northern Dallas County.,
MO-EO-00-05,00-05,Mel Carnahan,Gov. Mel Carnahan declares a State of Emergency in the South Central Region of Missouri in response to wildfires and directs the Missouri State Emergency Operations Plan be activated. (Mar. 10),2000-03-10,https://www.sos.mo.gov/library/reference/orders/2000/eo00_005,5135788,1092215,2000-03-08 08:00:00,2000-03-10 18:00:00,C,county/county-equivalent,59,DALLAS,Wildfire,,,0,1,30K,,NEWSPAPER,High winds gusting to around 40 mph on March 8th combined with low humidity and dry brush to create extremely hazardous fire conditions in central and south central Missouri. The ongoing drought over the region contributed to the overall dry surface conditions. Afternoon humidity levels dropped to around 20 percent on the afternoon of the 8th. Cooler temperatures and higher humidity levels on the 9th and 10th allowed fire crews to get control of the fires by the evening of the 10th.More than 17 residences and 31 structures were destroyed by more than 70 separate fires. The largest number of fires and structural damage occurred in the Camden and northern Laclede county areas. Local officials reported that 44 fires destroyed 15 homes and 16 outbuildings south of the Lake of the Ozarks. The hardest hit area was the Sunrise Beach area in Camden County. Forced evacuations were required in many areas. Over 250 firefighters and 75 pieces of equipment were dispatched from surrounding areas in Missouri. One firefighter was injured in northern Dallas County.,
MO-EO-00-05,00-05,Mel Carnahan,Gov. Mel Carnahan declares a State of Emergency in the South Central Region of Missouri in response to wildfires and directs the Missouri State Emergency Operations Plan be activated. (Mar. 10),2000-03-10,https://www.sos.mo.gov/library/reference/orders/2000/eo00_005,5135792,1092215,2000-03-08 08:00:00,2000-03-10 18:00:00,C,county/county-equivalent,85,HICKORY,Wildfire,,,0,0,20K,,NEWSPAPER,High winds gusting to around 40 mph on March 8th combined with low humidity and dry brush to create extremely hazardous fire conditions in central and south central Missouri. The ongoing drought over the region contributed to the overall dry surface conditions. Afternoon humidity levels dropped to around 20 percent on the afternoon of the 8th. Cooler temperatures and higher humidity levels on the 9th and 10th allowed fire crews to get control of the fires by the evening of the 10th.More than 17 residences and 31 structures were destroyed by more than 70 separate fires. The largest number of fires and structural damage occurred in the Camden and northern Laclede county areas. Local officials reported that 44 fires destroyed 15 homes and 16 outbuildings south of the Lake of the Ozarks. The hardest hit area was the Sunrise Beach area in Camden County. Forced evacuations were required in many areas. Over 250 firefighters and 75 pieces of equipment were dispatched from surrounding areas in Missouri. One firefighter was injured in northern Dallas County.,
MO-EO-00-05,00-05,Mel Carnahan,Gov. Mel Carnahan declares a State of Emergency in the South Central Region of Missouri in response to wildfires and directs the Missouri State Emergency Operations Plan be activated. (Mar. 10),2000-03-10,https://www.sos.mo.gov/library/reference/orders/2000/eo00_005,5137171,1092215,2000-03-08 08:00:00,2000-03-10 18:00:00,C,county/county-equivalent,105,LACLEDE,Wildfire,,,0,0,350K,,NEWSPAPER,High winds gusting to around 40 mph on March 8th combined with low humidity and dry brush to create extremely hazardous fire conditions in central and south central Missouri. The ongoing drought over the region contributed to the overall dry surface conditions. Afternoon humidity levels dropped to around 20 percent on the afternoon of the 8th. Cooler temperatures and higher humidity levels on the 9th and 10th allowed fire crews to get control of the fires by the evening of the 10th.More than 17 residences and 31 structures were destroyed by more than 70 separate fires. The largest number of fires and structural damage occurred in the Camden and northern Laclede county areas. Local officials reported that 44 fires destroyed 15 homes and 16 outbuildings south of the Lake of the Ozarks. The hardest hit area was the Sunrise Beach area in Camden County. Forced evacuations were required in many areas. Over 250 firefighters and 75 pieces of equipment were dispatched from surrounding areas in Missouri. One firefighter was injured in northern Dallas County.,
MO-EO-00-05,00-05,Mel Carnahan,Gov. Mel Carnahan declares a State of Emergency in the South Central Region of Missouri in response to wildfires and directs the Missouri State Emergency Operations Plan be activated. (Mar. 10),2000-03-10,https://www.sos.mo.gov/library/reference/orders/2000/eo00_005,5135790,1092215,2000-03-08 08:00:00,2000-03-10 18:00:00,C,county/county-equivalent,131,MILLER,Wildfire,,,0,0,20K,,NEWSPAPER,High winds gusting to around 40 mph on March 8th combined with low humidity and dry brush to create extremely hazardous fire conditions in central and south central Missouri. The ongoing drought over the region contributed to the overall dry surface conditions. Afternoon humidity levels dropped to around 20 percent on the afternoon of the 8th. Cooler temperatures and higher humidity levels on the 9th and 10th allowed fire crews to get control of the fires by the evening of the 10th.More than 17 residences and 31 structures were destroyed by more than 70 separate fires. The largest number of fires and structural damage occurred in the Camden and northern Laclede county areas. Local officials reported that 44 fires destroyed 15 homes and 16 outbuildings south of the Lake of the Ozarks. The hardest hit area was the Sunrise Beach area in Camden County. Forced evacuations were required in many areas. Over 250 firefighters and 75 pieces of equipment were dispatched from surrounding areas in Missouri. One firefighter was injured in northern Dallas County.,
MO-EO-00-05,00-05,Mel Carnahan,Gov. Mel Carnahan declares a State of Emergency in the South Central Region of Missouri in response to wildfires and directs the Missouri State Emergency Operations Plan be activated. (Mar. 10),2000-03-10,https://www.sos.mo.gov/library/reference/orders/2000/eo00_005,5135789,1092215,2000-03-08 08:00:00,2000-03-10 18:00:00,C,county/county-equivalent,141,MORGAN,Wildfire,,,0,0,20K,,NEWSPAPER,High winds gusting to around 40 mph on March 8th combined with low humidity and dry brush to create extremely hazardous fire conditions in central and south central Missouri. The ongoing drought over the region contributed to the overall dry surface conditions. Afternoon humidity levels dropped to around 20 percent on the afternoon of the 8th. Cooler temperatures and higher humidity levels on the 9th and 10th allowed fire crews to get control of the fires by the evening of the 10th.More than 17 residences and 31 structures were destroyed by more than 70 separate fires. The largest number of fires and structural damage occurred in the Camden and northern Laclede county areas. Local officials reported that 44 fires destroyed 15 homes and 16 outbuildings south of the Lake of the Ozarks. The hardest hit area was the Sunrise Beach area in Camden County. Forced evacuations were required in many areas. Over 250 firefighters and 75 pieces of equipment were dispatched from surrounding areas in Missouri. One firefighter was injured in northern Dallas County.,
MO-EO-00-05,00-05,Mel Carnahan,Gov. Mel Carnahan declares a State of Emergency in the South Central Region of Missouri in response to wildfires and directs the Missouri State Emergency Operations Plan be activated. (Mar. 10),2000-03-10,https://www.sos.mo.gov/library/reference/orders/2000/eo00_005,5135794,1092215,2000-03-08 08:00:00,2000-03-10 18:00:00,C,county/county-equivalent,161,PHELPS,Wildfire,,,0,0,10K,,NEWSPAPER,High winds gusting to around 40 mph on March 8th combined with low humidity and dry brush to create extremely hazardous fire conditions in central and south central Missouri. The ongoing drought over the region contributed to the overall dry surface conditions. Afternoon humidity levels dropped to around 20 percent on the afternoon of the 8th. Cooler temperatures and higher humidity levels on the 9th and 10th allowed fire crews to get control of the fires by the evening of the 10th.More than 17 residences and 31 structures were destroyed by more than 70 separate fires. The largest number of fires and structural damage occurred in the Camden and northern Laclede county areas. Local officials reported that 44 fires destroyed 15 homes and 16 outbuildings south of the Lake of the Ozarks. The hardest hit area was the Sunrise Beach area in Camden County. Forced evacuations were required in many areas. Over 250 firefighters and 75 pieces of equipment were dispatched from surrounding areas in Missouri. One firefighter was injured in northern Dallas County.,
MO-EO-00-05,00-05,Mel Carnahan,Gov. Mel Carnahan declares a State of Emergency in the South Central Region of Missouri in response to wildfires and directs the Missouri State Emergency Operations Plan be activated. (Mar. 10),2000-03-10,https://www.sos.mo.gov/library/reference/orders/2000/eo00_005,5135793,1092215,2000-03-08 08:00:00,2000-03-10 18:00:00,C,county/county-equivalent,185,ST. CLAIR,Wildfire,,,0,0,20K,,NEWSPAPER,High winds gusting to around 40 mph on March 8th combined with low humidity and dry brush to create extremely hazardous fire conditions in central and south central Missouri. The ongoing drought over the region contributed to the overall dry surface conditions. Afternoon humidity levels dropped to around 20 percent on the afternoon of the 8th. Cooler temperatures and higher humidity levels on the 9th and 10th allowed fire crews to get control of the fires by the evening of the 10th.More than 17 residences and 31 structures were destroyed by more than 70 separate fires. The largest number of fires and structural damage occurred in the Camden and northern Laclede county areas. Local officials reported that 44 fires destroyed 15 homes and 16 outbuildings south of the Lake of the Ozarks. The hardest hit area was the Sunrise Beach area in Camden County. Forced evacuations were required in many areas. Over 250 firefighters and 75 pieces of equipment were dispatched from surrounding areas in Missouri. One firefighter was injured in northern Dallas County.,
MO-EO-00-05,00-05,Mel Carnahan,Gov. Mel Carnahan declares a State of Emergency in the South Central Region of Missouri in response to wildfires and directs the Missouri State Emergency Operations Plan be activated. (Mar. 10),2000-03-10,https://www.sos.mo.gov/library/reference/orders/2000/eo00_005,5137925,1092849,2000-03-08 13:00:00,2000-03-08 16:00:00,Z,NWS forecast zone,17,ADAIR,High Wind,50.0,M,0,0,,,OFFICIAL NWS OBS.,"Strong southwest winds, associated with a low pressure system tracking across Nebraska and Iowa, buffeted northern and western Missouri on the afternoon of March 8.  The strongest recorded gusts of the day were 58 mph at Kansas City International Airport and Kirksville Regional Airport.  Several other locations in northern and western Missouri recorded gusts over 50 mph, and some property damage was reported.  Windows were blown out in downtown Sedalia, a storefront was damaged in Independence, and a billboard was blown down near Belton.",
